Country,City,AQI_Value,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions,AQI_Category
India,Gangoh,166,3,,166,Unhealthy,1,Good,152,L3,432.7843496,4.389735498,L3,Unhealthy
Russian Federation,Yakhroma,52,1,Good,24,Good,3,Good,52,L1,130.0131498,6.616434525,L1,Moderate
Indonesia,Panarukan,85,3,Good,17,Good,4,Good,85,L1,206.4312971,1.882005204,L1,Moderate
Turkey,Silopi,56,1,Good,56,Moderate,0,Good,26,L0,165.9209857,9.521136451,L0,Moderate
India,Gevrai,120,1,Good,30,Good,0,Good,120,L2,308.9445214,0.399671844,L2,Unhealthy for Sensitive Groups
Ecuador,Esmeraldas,17,0,,17,Good,0,Good,12,L0,27.99232673,0.068282734,L0,Good
Russian Federation,Babayurt,53,1,Good,41,Good,0,Good,53,L1,136.5892414,-1.543140153,L1,Moderate
Côte d'Ivoire,Arrah,58,1,Good,14,Good,0,Good,58,L1,144.5007517,-0.982895124,L1,Moderate
Democratic Republic of the Congo,Lubumbashi,71,1,Good,25,Good,1,Good,71,L1,172.2405666,8.025972375,L1,Moderate
Romania,Marasesti,44,1,Good,41,Good,0,Good,44,L0,128.919957,6.188943653,L0,Good
India,Susner,162,1,Good,37,Good,0,Good,162,L3,434.4881231,-4.797455111,L3,Unhealthy
Greece,Khalandrion,50,1,Good,45,Good,0,Good,50,L0,112.8232785,11.32753574,L0,Good
Romania,Fagaras,59,1,Good,41,Good,1,Good,59,L1,149.0680843,-1.403053399,L1,Moderate
United States of America,San Marino,106,3,Good,22,Good,22,Good,106,L2,268.9859217,10.13615916,L2,Unhealthy for Sensitive Groups
China,Luqiao,206,6,Good,206,Very Unhealthy,5,Good,157,L3,522.2032329,11.69434334,L3,Very Unhealthy
Germany,Heilbad Heiligenstadt,58,1,,34,Good,2,Good,58,L1,151.3192797,2.1547,L1,Moderate
Netherlands,Simpelveld,52,1,Good,35,Good,2,Good,52,L1,138.1130867,4.404529575,L1,Moderate
Italy,Marostica,64,1,Good,,Good,2,Good,64,L1,162.7473736,2.464661509,L1,Moderate
United States of America,Spring Valley,59,1,Good,26,Good,10,Good,59,L1,131.1432579,-4.109938224,L1,Moderate
Lithuania,Garliava,46,1,Good,33,Good,0,Good,46,L0,125.0808771,4.041281285,L0,Good
India,Indi,131,1,Good,34,Good,0,Good,131,L2,328.9703577,-1.469779894,L2,Unhealthy for Sensitive Groups
United States of America,River Grove,61,2,Good,28,Good,16,Good,61,L1,157.7887248,4.830854437,L1,Moderate
United States of America,Parole,34,1,Good,34,Good,7,Good,34,L0,102.495049,3.886187675,L0,Good
Tajikistan,Taboshar,130,1,Good,77,Moderate,0,Good,130,L2,320.7778072,-3.225990181,L2,Unhealthy for Sensitive Groups
Italy,Castiglion Fiorentino,45,1,Good,36,Good,3,Good,45,L0,123.9204509,2.578841841,L0,Good
Germany,Ostringen,49,1,Good,43,Good,3,Good,49,L0,119.016222,1.71899882,L0,Good
Ukraine,Kakhovka,45,1,Good,40,Good,0,Good,45,L0,103.8388592,2.499277906,L0,Good
Malaysia,Jertih,66,1,Good,33,Good,0,Good,66,L1,155.3984974,2.512563437,L1,Moderate
Russian Federation,Shakhovskaya,32,0,Good,32,Good,0,Good,29,L0,77.70003328,6.842032828,L0,Good
Gabon,Oyem,40,2,Good,23,Good,0,Good,40,L0,107.5569954,8.154592343,L0,Good
Malta,Fgura,49,1,Good,49,Good,0,Good,47,L0,127.8800348,2.490140726,L0,Good
United Kingdom of Great Britain and Northern Ireland,Edinburgh,35,1,Good,35,Good,0,Good,32,L0,89.5407246,6.298706346,L0,Good
France,Roche La Moliere,60,1,,47,Good,0,Good,60,L1,152.5092816,11.70757559,L1,Moderate
Australia,Queanbeyan,18,0,,18,Good,1,Good,17,L0,51.45758639,5.346547346,L0,Good
India,Wer,252,1,Good,45,Good,0,Good,252,L4,634.8413408,2.397195847,L4,Very Unhealthy
United States of America,Manhattan,68,1,Good,33,Good,4,Good,68,L1,190.8844718,2.355691219,L1,Moderate
Brazil,Pojuca,48,1,Good,9,Good,4,Good,48,L0,147.9094257,10.00559186,L0,Good
United States of America,Easthampton,44,1,Good,44,Good,1,Good,29,L0,127.0697032,5.87562082,L0,Good
United States of America,Bucyrus,43,1,Good,43,Good,3,Good,25,L0,107.7689259,-1.605545833,L0,Good
India,Pandharpur,99,1,Good,,Good,1,Good,99,L1,254.2225439,3.954259743,L1,Moderate
United States of America,La Marque,75,2,,22,Good,4,Good,75,L1,200.3287373,4.238471245,L1,Moderate
Japan,Fuji,43,1,Good,43,Good,1,Good,32,L0,104.8387917,-0.845583024,L0,Good
,Termini Imerese,57,1,Good,48,Good,0,Good,57,L1,140.0483223,3.302058894,L1,Moderate
Japan,Kamogawa,44,1,Good,44,Good,1,Good,44,L0,123.6903128,5.15218436,L0,Good
Japan,Koshigaya,57,1,Good,45,Good,3,Good,57,L1,154.019334,-5.080449403,L1,Moderate
Ireland,Ennis,58,1,,,Good,0,Good,58,L1,153.9726634,8.207327308,L1,Moderate
Ghana,Navrongo,57,1,Good,16,Good,0,Good,57,L1,145.6001858,3.488874683,L1,Moderate
United States of America,Hemet,55,2,Good,13,Good,12,Good,55,L1,143.7476386,8.685142484,L1,Moderate
India,Bangalore,77,2,Good,20,Good,4,Good,77,L1,181.1319814,-0.125571515,L1,Moderate
United States of America,El Centro,37,1,Good,31,Good,6,Good,37,L0,103.1627071,5.769831439,L0,Good
Guinea,Labe,67,2,,14,Good,0,Good,67,L1,171.2173652,-2.492738324,L1,Moderate
Bulgaria,Cirpan,51,1,Good,39,Good,1,Good,51,L1,136.7834205,0.596280671,L1,Moderate
Germany,Siegen,49,1,Good,26,Good,3,Good,49,L0,111.6475399,-2.330754816,L0,Good
United Kingdom of Great Britain and Northern Ireland,Motherwell,32,1,Good,24,Good,4,Good,32,L0,65.4584976,7.110030493,L0,Good
China,Xinyu,107,4,Good,89,Moderate,3,Good,107,L2,270.0147138,14.38122178,L2,Unhealthy for Sensitive Groups
Japan,Makubetsu,37,1,Good,37,Good,0,Good,35,L0,94.25823139,10.20583109,L0,Good
Japan,Yoshikawa,51,1,Good,46,Good,4,Good,51,L1,138.3855327,4.6433388,L1,Moderate
Myanmar,Wakema,56,0,Good,22,Good,0,Good,56,L1,151.25476,-3.718765571,L1,Moderate
Poland,Puck,87,1,Good,24,Good,3,Good,87,L1,238.6598168,5.65283664,L1,Moderate
United States of America,East Islip,87,4,Good,14,Good,33,Good,87,L1,222.9381147,11.32145566,L1,Moderate
Netherlands,Bergen Op Zoom,33,0,Good,33,Good,2,Good,27,L0,84.21679057,-2.74943878,L0,Good
United States of America,Brook Park,54,1,Good,38,Good,2,Good,54,L1,148.0272757,12.1006882,L1,Moderate
Italy,Orbassano,151,4,Good,17,Good,6,Good,151,L3,402.8095362,12.78494381,L3,Unhealthy
Guatemala,San Lucas Sacatepequez,122,3,Good,2,Good,10,Good,122,L2,281.6249356,6.388773781,L2,Unhealthy for Sensitive Groups
United States of America,Foster City,52,1,Good,,Good,4,Good,52,L1,143.7081755,4.650825339,L1,Moderate
China,Yuancheng,69,2,Good,16,Good,8,Good,69,L1,172.291071,4.206422415,L1,Moderate
Italy,Brusciano,65,1,Good,65,Moderate,2,Good,55,L1,172.6988293,10.54679895,L1,Moderate
India,Sibsagar,69,2,Good,47,Good,1,Good,69,L1,198.3844277,12.03150443,L1,Moderate
Brazil,Paracambi,163,7,Good,0,Good,20,Good,163,L3,427.3452077,21.70836752,L3,Unhealthy
Philippines,Mamatid,54,1,Good,24,Good,1,Good,54,L1,144.752586,3.397281635,L1,Moderate
Portugal,Alges,39,1,Good,39,Good,3,Good,17,L0,116.0658339,-0.479407532,L0,Good
Poland,Laziska Gorne,83,2,,38,Good,4,Good,83,L1,212.7002734,10.49233338,L1,Moderate
Japan,Mori,45,1,Good,45,Good,0,Good,15,L0,116.5575616,1.215402568,L0,Good
India,Zahirabad,134,1,Good,41,Good,0,Good,134,L2,333.0806916,2.861077962,L2,Unhealthy for Sensitive Groups
China,Hunchun,35,1,Good,35,Good,0,Good,21,L0,98.67620665,5.547423038,L0,Good
Italy,Rapallo,45,1,Good,45,Good,2,Good,34,L0,104.5041876,7.718245649,L0,Good
Brazil,Porangatu,29,1,,6,Good,1,Good,29,L0,61.04601253,5.946748352,L0,Good
India,Anklesvar,156,1,Good,,Good,0,Good,156,L3,395.1465591,3.731909201,L3,Unhealthy
Spain,Arnedo,62,1,Good,19,Good,2,Good,62,L1,149.891185,-6.460144803,L1,Moderate
Mexico,Fernandez,69,1,Good,12,Good,2,Good,69,L1,167.6961175,9.737949747,L1,Moderate
Burkina Faso,Orodara,50,1,Good,16,Good,0,Good,50,L0,123.0296853,-3.943401686,L0,Good
China,Mentougou,156,4,,32,Good,23,Good,156,L3,383.9790804,8.820342288,L3,Unhealthy
Greece,Argos,55,1,Good,45,Good,0,Good,55,L1,145.1388849,3.435502704,L1,Moderate
India,Pahasu,164,4,Good,160,Unhealthy,1,Good,164,L3,419.0146597,10.63927032,L3,Unhealthy
China,Bijie,81,2,Good,26,Good,6,Good,81,L1,212.5109001,-4.582054758,L1,Moderate
Belgium,Waregem,38,1,Good,24,Good,3,Good,38,L0,94.29515314,-1.351252558,L0,Good
Thailand,Mae Chan,32,0,,,Good,0,Good,32,L0,74.12932487,-1.611458824,L0,Good
Brazil,Tapaua,28,1,Good,4,Good,0,Good,28,L0,78.1313214,8.112523667,L0,Good
Japan,Yatsushiro,69,3,Good,26,Good,6,Good,69,L1,174.816312,6.089548998,L1,Moderate
Honduras,Choluteca,83,3,Good,3,Good,11,Good,83,L1,217.0061305,4.819275653,L1,Moderate
United States of America,Baltimore,36,1,Good,30,Good,8,Good,36,L0,85.03810754,-11.53400365,L0,Good
United States of America,Portales,77,1,Good,34,Good,1003.063334,Good,77,L1,177.9032988,3.903543418,L1,Moderate
Armenia,Hrazdan,31,0,Good,31,Good,0,Good,30,L0,90.73170584,-6.791108149,L0,Good
China,Hsinying,167,6,Good,2,Good,39,Good,167,L3,419.3792807,7.996200012,L3,Unhealthy
Poland,Jaroslaw,51,1,Good,21,Good,3,Good,51,L1,151.4072985,1.93748823,L1,Moderate
Morocco,Azimur,27,1,,21,Good,1003.063334,Good,27,L0,74.87636403,0.291752831,L0,Good
United Republic of Tanzania,Ruangwa,45,1,Good,20,Good,0,Good,45,L0,112.2023229,4.904633311,L0,Good
Germany,Esslingen,64,1,Good,,Good,3,Good,64,L1,159.8119996,0.171945637,L1,Moderate
Finland,Kaarina,28,1,Good,28,Good,2,Good,20,L0,62.48800863,3.324288596,L0,Good
Tunisia,Akkudah,103,1,Good,103,Unhealthy for Sensitive Groups,1,Good,53,L1,256.5725627,3.984878335,L1,Unhealthy for Sensitive Groups
Russian Federation,Lukhovitsy,32,0,Good,32,Good,0,Good,25,L0,113.6521202,-2.29193767,L0,Good
India,Amritsar,168,4,,39,Good,9,Good,168,L3,425.8298742,5.012555465,L3,Unhealthy
Russian Federation,Tomsk,31,1,Good,31,Good,0,Good,25,L0,100.3179891,1.646624358,L0,Good
Germany,Premnitz,43,1,,43,Good,0,Good,26,L0,104.2053227,9.735761587,L0,Good
Indonesia,Serpong,297,14,Good,10,Good,51,Moderate,297,L4,746.4063093,26.60015765,L4,Very Unhealthy
Malawi,Karonga,40,1,Good,21,Good,0,Good,40,L0,122.4410318,1.404441727,L0,Good
Russian Federation,Krasnobrodskiy,39,1,Good,39,Good,0,Good,27,L0,84.30948985,2.895128678,L0,Good
Australia,Port Augusta,25,0,Good,23,Good,1,Good,25,L0,51.27679387,7.299791323,L0,Good
Romania,Negresti,52,1,Good,,Moderate,0,Good,52,L1,138.0193064,-7.498502864,L1,Moderate
Kenya,Mariakani,46,1,Good,22,Good,0,Good,46,L0,117.6357406,-5.676608199,L0,Good
Brazil,Caravelas,25,1,Good,25,Good,0,Good,24,L0,76.31062187,1.302424881,L0,Good
Malaysia,Johor Bahru,107,1,,,Good,3,Good,107,L2,279.3198117,0.497802926,L2,Unhealthy for Sensitive Groups
Cuba,Palma Soriano,82,2,Good,9,Good,11,Good,82,L1,230.476519,4.790767925,L1,Moderate
India,Tirumullaivasal,59,1,Good,32,Good,0,Good,59,L1,126.8766634,6.684585902,L1,Moderate
India,Bawal,500,1,Good,36,Good,1,Good,426,L5,1251.479503,-0.54611407,L5,Hazardous
India,Kharela,169,3,Good,125,Unhealthy for Sensitive Groups,3,Good,169,L3,413.7485061,10.3488135,L3,Unhealthy
India,Balotra,500,0,Good,31,Good,0,Good,398,L5,1255.737408,-8.386041349,L5,Hazardous
Norway,Gjovik,25,0,Good,25,Good,0,Good,21,L0,81.66661308,4.026010321,L0,Good
India,Sanand,162,1,Good,35,Good,0,Good,162,L3,418.4677078,4.942738849,L3,Unhealthy
Czechia,Jindrichuv Hradec,77,1,Good,49,Good,0,Good,77,L1,211.3013894,2.840264223,L1,Moderate
United States of America,Champaign,55,1,Good,26,Good,7,Good,55,L1,145.5767665,3.76641167,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Aberystwyth,44,1,Good,21,Good,4,Good,44,L0,120.1308542,-4.018705438,L0,Good
Japan,Kakamigahara,49,1,Good,49,Good,1,Good,18,L0,124.5220384,1.754660832,L0,Good
Germany,Konigslutter,41,1,Good,36,Good,1,Good,41,L0,95.96649489,-0.924781354,L0,Good
Russian Federation,Chegdomyn,30,1,Good,30,Good,0,Good,25,L0,80.48683885,7.424563404,L0,Good
France,Chalons En Champagne,72,1,Good,50,Good,0,Good,72,L1,201.1286837,4.638531621,L1,Moderate
Belgium,Olen,38,1,,30,Good,3,Good,38,L0,106.7275679,11.64757385,L0,Good
Mali,Banamba,89,1,Good,22,Good,1,Good,89,L1,229.7054143,5.523311523,L1,Moderate
Italy,Noicattaro,60,1,Good,46,Good,3,Good,60,L1,159.1953244,9.386149989,L1,Moderate
United States of America,Middle River,36,1,Good,33,Good,7,Good,36,L0,88.59900348,-2.85948343,L0,Good
China,Changqing,166,5,Good,162,Unhealthy,10,Good,166,L3,416.2743772,11.94031089,L3,Unhealthy
India,Gola Gokarannath,138,3,Good,92,Moderate,1,Good,138,L2,343.4791111,2.682569106,L2,Unhealthy for Sensitive Groups
Mexico,Charcas,41,1,Good,23,Good,0,Good,41,L0,129.9468226,11.04982095,L0,Good
Tajikistan,Panjakent,110,1,Good,45,Good,0,Good,110,L2,288.223423,-4.613445692,L2,Unhealthy for Sensitive Groups
Italy,Castellaneta,57,1,Good,44,Good,2,Good,57,L1,163.7964213,3.301373262,L1,Moderate
United States of America,Oak Creek,52,2,Good,26,Good,11,Good,52,L1,147.625841,10.88129227,L1,Moderate
United States of America,Stevens Point,41,1,Good,25,Good,3,Good,41,L0,96.05745184,-3.650767232,L0,Good
Ukraine,Myrhorod,41,1,,41,Good,0,Good,22,L0,109.8787516,-1.321154436,L0,Good
Japan,Imaichi,33,1,Good,33,Good,1,Good,12,L0,88.0225849,1.83693634,L0,Good
,Worthing,54,0,,36,Good,2,Good,54,L1,143.1530963,6.107929208,L1,Moderate
United States of America,Cahokia,54,1,,,Good,5,Good,54,L1,135.0755589,-0.783210097,L1,Moderate
Russian Federation,Nartan,47,1,Good,45,Good,1,Good,47,L0,126.2638856,14.8776035,L0,Good
Italy,Cecina,83,1,Good,83,Moderate,0,Good,35,L0,218.732359,12.51917951,L0,Moderate
Colombia,San Andres,97,0,Good,27,Good,0,Good,97,L1,252.1432056,-7.502351395,L1,Moderate
Slovakia,Bytca,78,1,Good,41,Good,1,Good,78,L1,193.0705677,-0.349339992,L1,Moderate
United Republic of Tanzania,Mtinko,20,0,Good,,Good,0,Good,20,L0,64.9501758,-0.858957991,L0,Good
India,Lanja,95,0,Good,24,Good,0,Good,95,L1,213.9996989,-4.708260602,L1,Moderate
Romania,Marghita,54,1,Good,47,Good,0,Good,54,L1,126.5992793,7.230917783,L1,Moderate
Congo,Mossendjo,87,2,Good,30,Good,0,Good,87,L1,214.9081645,6.804460292,L1,Moderate
Russian Federation,Katav Ivanovsk,34,1,Good,,Good,0,Good,25,L0,65.58293013,-4.098765882,L0,Good
Russian Federation,Elektrogorsk,39,1,,39,Good,2,Good,27,L0,99.15197013,-3.596076272,L0,Good
Austria,Volkermarkt,59,1,Good,,Good,0,Good,59,L1,175.5363875,-0.210922196,L1,Moderate
Azerbaijan,Hovsan,67,1,Good,32,Good,0,Good,67,L1,175.6615596,-1.773217347,L1,Moderate
Nicaragua,Managua,57,1,Good,11,Good,5,Good,57,L1,148.5163005,0.992528709,L1,Moderate
India,Tal,155,1,,39,Good,0,Good,155,L3,397.6503527,-2.856099943,L3,Unhealthy
India,Nasrullaganj,150,1,,32,Good,0,Good,150,L3,391.6406015,5.565457887,L3,Unhealthy
United States of America,Fountain Valley,63,2,Good,27,Good,13,Good,63,L1,162.4443971,4.554504616,L1,Moderate
,Hamina,35,1,Good,35,Good,0,Good,18,L0,85.13098648,3.530819877,L0,Good
Germany,Kall,58,1,Good,37,Good,2,Good,58,L1,135.8731793,6.17225308,L1,Moderate
Italy,Codogno,55,1,Good,43,Good,1,Good,55,L1,160.306386,8.64171882,L1,Moderate
United States of America,Martinsville,55,1,Good,45,Good,1,Good,55,L1,139.3115364,-0.757170693,L1,Moderate
Russian Federation,Zeya,78,3,Good,34,Good,0,Good,78,L1,212.9398921,1.104102899,L1,Moderate
Argentina,Trelew,18,0,Good,,Good,0,Good,2,L0,55.1887118,-6.214052904,L0,Good
Russian Federation,Dzerzhinsk,54,1,Good,30,Good,3,Good,54,L1,153.2270322,4.791125966,L1,Moderate
Germany,Singen,60,1,Good,60,Moderate,0,Good,60,L1,160.0853532,4.357870275,L1,Moderate
Romania,Campina,57,1,Good,40,Good,0,Good,57,L1,146.2961884,2.08743796,L1,Moderate
Russian Federation,Dobrinka,48,1,Good,,Good,0,Good,48,L0,128.1206213,-0.968899399,L0,Good
United Kingdom of Great Britain and Northern Ireland,Kilwinning,27,1,Good,27,Good,2,Good,26,L0,68.55841903,11.9389366,L0,Good
Italy,Trinitapoli,53,1,Good,48,Good,1,Good,53,L1,131.4541991,7.694340928,L1,Moderate
Ukraine,Apostolove,38,1,Good,,Good,1,Good,31,L0,94.43282102,4.673548243,L0,Good
Republic of Moldova,Ocnita,64,1,Good,41,Good,0,Good,64,L1,172.6903166,3.512571254,L1,Moderate
Russian Federation,Vyazemskiy,32,1,Good,32,Good,0,Good,29,L0,68.11098331,9.627366103,L0,Good
Italy,Porto Tolle,71,1,Good,46,Good,1,Good,71,L1,181.228414,3.650170214,L1,Moderate
Brazil,Macaubas,21,0,Good,6,Good,1,Good,21,L0,58.36787426,-0.993084624,L0,Good
Russian Federation,Urussu,30,1,Good,30,Good,1,Good,14,L0,78.48602508,2.066744042,L0,Good
China,Dengfeng,150,2,Good,150,Unhealthy,3,Good,86,L1,359.0181254,0.112264052,L1,Unhealthy
India,Hospet,39,1,,19,Good,2,Good,39,L0,112.4657051,6.27752549,L0,Good
Spain,Mollet Del Valles,51,1,Good,16,Good,11,Good,51,L1,132.1490353,-0.345650918,L1,Moderate
Philippines,Quezon,113,1,Good,27,Good,2,Good,113,L2,294.662625,6.564032353,L2,Unhealthy for Sensitive Groups
India,Baghdogra,155,2,Good,86,Moderate,0,Good,155,L3,386.6302901,7.870789526,L3,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Southampton,39,1,Good,15,Good,11,Good,39,L0,109.0096568,5.141455836,L0,Good
Brazil,Maruim,21,0,Good,18,Good,1,Good,21,L0,43.84175845,3.024526943,L0,Good
Brazil,Catu,22,0,Good,22,Good,0,Good,21,L0,56.34944967,2.559194325,L0,Good
Russian Federation,Chapaevsk,42,1,Good,,Good,1,Good,22,L0,113.5716259,10.33217023,L0,Good
United States of America,Melbourne,39,1,Good,22,Good,6,Good,39,L0,114.1095269,2.988820051,L0,Good
Spain,Sabadell,50,1,Good,32,Good,5,Good,50,L0,125.3848686,10.10072477,L0,Good
Thailand,Dan Khun Thot,56,1,Good,31,Good,0,Good,56,L1,144.9202736,-7.159926493,L1,Moderate
United States of America,Fruitville,47,1,Good,22,Good,12,Good,47,L0,137.9254721,1.458494287,L0,Good
Bangladesh,Sirajganj,76,1,,42,Good,1,Good,76,L1,195.7737428,1.437089816,L1,Moderate
Thailand,Si Satchanalai,62,1,Good,17,Good,1,Good,62,L1,160.6134366,4.701533602,L1,Moderate
Nigeria,Maiduguri,95,3,Good,18,Good,2,Good,95,L1,234.6740864,8.436223309,L1,Moderate
Russian Federation,Heihe,36,1,Good,36,Good,0,Good,28,L0,106.8590826,1.81128755,L0,Good
Kazakhstan,Derzhavinsk,76,1,Good,31,Good,0,Good,76,L1,179.5404522,4.466683545,L1,Moderate
India,Ranavav,106,0,Good,24,Good,0,Good,106,L2,278.9812383,-1.626503498,L2,Unhealthy for Sensitive Groups
Pakistan,Jhawarian,191,4,Good,191,Unhealthy,1,Good,172,L3,493.3140654,5.329905736,L3,Unhealthy
Colombia,Cienaga De Oro,45,1,Good,19,Good,0,Good,45,L0,106.8219708,2.247582178,L0,Good
India,Along,64,2,Good,32,Good,0,Good,64,L1,167.8976714,12.1203557,L1,Moderate
Germany,Naumburg,32,0,Good,,Good,2,Good,32,L0,87.93747352,2.617587312,L0,Good
India,Manwath,122,1,Good,34,Good,0,Good,122,L2,293.8821494,15.44590466,L2,Unhealthy for Sensitive Groups
Chile,Osorno,67,2,Good,3,Good,10,Good,67,L1,174.5438903,3.919070982,L1,Moderate
United States of America,East Riverdale,53,2,Good,25,Good,12,Good,53,L1,125.581253,1.411250238,L1,Moderate
Indonesia,Pamulang,201,5,Good,201,Very Unhealthy,4,Good,161,L3,517.103048,6.809964899,L3,Very Unhealthy
India,Kamalganj,360,1,Good,49,Good,1,Good,301,L5,922.6340405,10.40805419,L5,Hazardous
Russian Federation,Kuragino,39,1,Good,39,Good,0,Good,25,L0,89.10530225,9.6054635,L0,Good
Brazil,Nova Petropolis,46,1,Good,15,Good,3,Good,46,L0,100.2791097,3.636511818,L0,Good
Germany,Rosbach,54,1,Good,45,Good,0,Good,54,L1,133.6756096,8.550882113,L1,Moderate
France,Corbeil Essonnes,69,2,Good,28,Good,6,Good,69,L1,177.9108086,10.3929657,L1,Moderate
United States of America,Saco,49,1,Good,,Good,2,Good,34,L0,127.3186576,5.603166739,L0,Good
Bosnia and Herzegovina,Zivinice,63,1,Good,49,Good,0,Good,63,L1,166.1539621,-6.01182241,L1,Moderate
India,Kalamb,123,1,Good,26,Good,1003.063334,Good,123,L2,345.341182,4.786426456,L2,Unhealthy for Sensitive Groups
Tunisia,Tastur,45,1,Good,45,Good,0,Good,35,L0,131.6045915,7.614317806,L0,Good
Mexico,Acajete,182,5,Good,2,Good,12,Good,182,L3,445.2307507,8.911288165,L3,Unhealthy
Peru,Huacho,38,1,Good,20,Good,1,Good,38,L0,115.7587581,13.06908088,L0,Good
Germany,Stuhr,40,0,Good,40,Good,0,Good,27,L0,118.173513,-2.79284745,L0,Good
Ukraine,Boyarka,58,1,Good,39,Good,2,Good,58,L1,153.0586027,-3.816279658,L1,Moderate
India,Nurpur,160,5,Good,,Good,11,Good,160,L3,407.2907469,10.73227174,L3,Unhealthy
Italy,Serravalle Pistoiese,71,1,Good,71,Moderate,1003.063334,Good,43,L0,160.3930047,0.588408951,L0,Moderate
Uruguay,Rivera,13,0,Good,13,Good,1,Good,13,L0,27.99046617,0.855578956,L0,Good
Chad,Moussoro,147,1,Good,44,Good,0,Good,147,L2,380.2119191,12.33424791,L2,Unhealthy for Sensitive Groups
Argentina,Jujuy,29,0,Good,9,Good,5,Good,29,L0,62.30131963,3.207296493,L0,Good
United States of America,Eunice,70,1,Good,,Good,3,Good,70,L1,182.9196586,7.771575212,L1,Moderate
Russian Federation,Kambarka,48,1,Good,36,Good,0,Good,48,L0,126.3249714,-1.526307521,L0,Good
United States of America,Beacon,53,1,Good,33,Good,6,Good,53,L1,131.2945912,6.208261421,L1,Moderate
Costa Rica,Naranjo,53,1,Good,25,Good,0,Good,53,L1,135.1176632,11.87386318,L1,Moderate
Croatia,Makarska,58,1,,35,Good,1,Good,58,L1,142.9377665,2.622082417,L1,Moderate
India,Gormi,188,1,,46,Good,1003.063334,Good,188,L3,480.285392,-0.922553764,L3,Unhealthy
Italy,Altamura,42,1,Good,,Good,1,Good,20,L0,106.6618051,-1.889160754,L0,Good
Spain,Merida,29,1,Good,29,Good,2,Good,20,L0,81.98942718,-2.879889028,L0,Good
Guatemala,San Francisco Zapotitlan,99,3,Good,7,Good,11,Good,99,L1,252.4158633,15.43201897,L1,Moderate
South Africa,Lady Frere,36,1,Good,16,Good,1,Good,36,L0,108.9318126,-7.055470147,L0,Good
United States of America,Kaneohe,36,0,Good,35,Good,0,Good,36,L0,79.41770151,1.393844869,L0,Good
Germany,Linkenheim Hochstetten,53,1,Good,29,Good,3,Good,53,L1,138.6523987,8.403310728,L1,Moderate
Russian Federation,Surgut,34,1,Good,34,Good,0,Good,23,L0,76.60507837,2.667768221,L0,Good
Bangladesh,Pabna,71,1,,40,Good,1,Good,71,L1,186.7307996,2.171370731,L1,Moderate
United States of America,Kingsville,99,1,Good,19,Good,2,Good,99,L1,255.2755251,8.269646407,L1,Moderate
South Africa,Richards Bay,61,1,,24,Good,1,Good,61,L1,157.054331,1.167959811,L1,Moderate
India,Tonk,191,3,Good,36,Good,7,Good,191,L3,490.0695274,8.385148209,L3,Unhealthy
Ethiopia,Sebeta,51,1,Good,22,Good,0,Good,51,L1,130.6547464,9.266114485,L1,Moderate
Brazil,Afonso Claudio,36,1,Good,9,Good,2,Good,36,L0,97.02074506,-0.397804304,L0,Good
Finland,Kotka,35,1,Good,35,Good,0,Good,5,L0,90.84917338,12.90988416,L0,Good
Colombia,Santa Rosa De Cabal,85,2,Good,3,Good,8,Good,85,L1,222.3060859,-2.183804331,L1,Moderate
