,Country,City,AQI_Value,AQI_Category,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions
4475,Gabon,Moanda,78,Moderate,3,Good,,Good,1003.063334,Good,78,L1,205.1406255,13.4512601,L1
4476,United States of America,Modesto,53,Moderate,1,,26,Good,9,Good,53,L1,132.8883027,2.724653681,L1
4477,Italy,Mola Di Bari,45,Good,1,,45,Good,1,Good,21,L0,125.0656467,-1.101394676,L0
4478,Kenya,Mombasa,51,Moderate,1,Good,24,Good,1003.063334,Good,51,L1,118.5550493,3.74818879,L1
4479,Cameroon,Monatele,42,Good,1,Good,17,Good,0,Good,42,L0,120.5389155,4.329861391,L0
4480,Italy,Mondolfo,56,Moderate,1,Good,46,Good,2,Good,56,L1,133.0547706,3.389849664,L1
4481,,Monster,55,Moderate,1,Good,37,Good,1003.063334,Good,55,L1,145.3580329,10.2032778,L1
4482,Dominican Republic,Monte Plata,159,Unhealthy,5,Good,5,Good,12,Good,159,L3,394.0484604,15.0265099,L3
4483,Italy,Montecorvino Rovella,47,Good,1,Good,47,Good,2,Good,45,L0,128.0338898,-3.354704943,L0
4484,Jamaica,Montego Bay,106,Unhealthy for Sensitive Groups,1,Good,19,Good,3,Good,106,L2,269.6607477,11.47183507,L2
4485,Netherlands,Montfoort,34,Good,1,,29,Good,5,Good,34,L0,74.05244042,-9.907085304,L0
4486,France,Montigny En Gohelle,51,Moderate,1,Good,32,Good,3,Good,51,L1,136.7069963,14.55512186,L1
4487,Portugal,Montijo,31,Good,1,Good,31,Good,4,Good,28,L0,76.72079223,2.363472432,L0
4488,Honduras,Morazan,74,Moderate,2,Good,3,Good,3,Good,74,L1,198.8114672,4.652161317,L1
4489,Japan,Menuma,87,Moderate,1,Good,,Moderate,1,Good,66,L1,222.5132569,3.499918805,L1
4490,,Mergui,51,Moderate,0,Good,19,Good,0,Good,51,L1,136.4542099,3.926027164,L1
4491,United States of America,Metairie,48,Good,2,Good,37,Good,9,Good,48,L0,115.4243104,5.598683994,L0
4492,United Republic of Tanzania,Mgandu,18,Good,0,Good,18,Good,0,Good,17,L0,44.10667769,1.333024056,L0
4493,Peru,Abancay,24,Good,1,,0,Good,2,Good,24,L0,60.41361364,10.34459155,L0
4494,Brazil,Agrestina,22,Good,0,Good,17,Good,1,Good,22,L0,68.5670248,4.827980399,L0
4495,Brazil,Aguas Belas,21,Good,0,Good,12,Good,1,Good,21,L0,74.27377088,-2.794019272,L0
4496,Côte d'Ivoire,Akoupe,61,Moderate,1,Good,19,Good,0,Good,61,L1,149.4482825,7.503369572,L1
4497,India,Alangulam,57,Moderate,0,Good,24,Good,0,Good,57,L1,158.2684814,4.620535016,L1
4498,India,Alappuzha,76,Moderate,1,Good,24,Good,0,Good,76,L1,173.3032258,1.073631372,L1
4499,United States of America,Albert Lea,42,Good,1,Good,42,Good,1,Good,42,L0,98.05810599,7.760692132,L0
4500,Spain,Alcala De Henares,27,Good,1,Good,27,Good,3,Good,18,L0,62.91221544,3.012136994,L0
4501,Spain,Alcaniz,31,Good,1,Good,31,Good,1,Good,20,L0,68.97491311,2.691632639,L0
4502,Spain,Alcantarilla,31,Good,1,Good,31,Good,1,Good,26,L0,66.6641161,2.555434413,L0
4503,Spain,Alcorcon,26,Good,1,Good,20,Good,4,Good,26,L0,74.12998912,-8.340590285,L0
4504,Netherlands,Almere,31,Good,0,Good,31,Good,2,Good,15,L0,80.35932302,-0.633496665,L0
4505,China,Dali,25,Good,1,Good,17,Good,1,Good,25,L0,71.29405398,7.365866211,L0
4506,Germany,Delbruck,39,Good,1,,34,Good,2,Good,39,L0,109.4047269,3.687943785,L0
4507,Egypt,Deshna,158,Unhealthy,2,Good,49,Good,6,Good,158,L3,402.6561699,-0.825932149,L3
4508,India,Dhampur,168,Unhealthy,3,Good,168,Unhealthy,1,Good,152,L3,431.5776318,12.22315628,L3
4509,India,Dharapuram,51,Moderate,0,Good,24,Good,0,Good,51,L1,131.8046771,0.506999202,L1
4510,India,Digboi,25,Good,1,Good,25,Good,0,Good,16,L0,55.63006612,-2.307877453,L0
4511,United States of America,Dobbs Ferry,110,Unhealthy for Sensitive Groups,4,Good,4,Good,35,Good,110,L2,290.5781418,20.23006231,L2
4512,Sudan,Doka,61,Moderate,1,Good,18,Good,0,Good,61,L1,151.6088787,-1.465862972,L1
4513,Italy,Dolo,60,Moderate,2,Good,31,Good,7,Good,60,L1,145.644037,9.997457556,L1
4514,Russian Federation,Domodedovo,73,Moderate,2,Good,23,Good,14,Good,73,L1,185.7208212,1.753429496,L1
4515,India,Khetia,137,Unhealthy for Sensitive Groups,2,Good,26,Good,4,Good,137,L2,338.3718908,6.279134173,L2
4516,Iran (Islamic Republic of),Khonsar,112,Unhealthy for Sensitive Groups,0,Good,,Good,0,Good,112,L2,280.8256962,-2.510904817,L2
4517,India,Khurai,160,Unhealthy,3,Good,67,Moderate,2,Good,160,L3,408.4405392,1.203479094,L3
4518,Ethiopia,Kibre Mengist,52,Moderate,1,Good,11,Good,0,Good,52,L1,138.4834174,6.411012723,L1
4519,Germany,Kierspe,54,Moderate,1,Good,,Good,0,Good,54,L1,131.0216993,5.826452726,L1
4520,United Republic of Tanzania,Kimamba,19,Good,0,Good,19,Good,0,Good,16,L0,47.62294627,7.723247221,L0
4521,Russian Federation,Kingisepp,34,Good,1,Good,34,Good,0,Good,5,L0,100.74333,3.628090349,L0
4522,Russian Federation,Kizlyar,60,Moderate,1,Good,43,Good,0,Good,60,L1,159.9640012,14.90175897,L1
4523,France,Kleinblittersdorf,66,Moderate,1,Good,54,Moderate,0,Good,66,L1,190.7506504,5.141733337,L1
4524,Austria,Knittelfeld,63,Moderate,1,Good,40,Good,0,Good,63,L1,174.3012817,6.633873406,L1
4525,India,Kolhapur,89,Moderate,2,Good,,Good,4,Good,89,L1,238.9429307,-1.192146226,L1
4526,Russian Federation,Koltsovo,40,Good,1,Good,40,Good,2,Good,18,L0,91.1213145,0.729578424,L0
4527,Japan,Komaki,126,Unhealthy for Sensitive Groups,3,Good,6,Good,23,Good,126,L2,327.6386035,9.998398503,L2
4528,Viet Nam,Kon Tum,59,Moderate,1,Good,8,Good,3,Good,59,L1,151.968932,3.378861188,L1
4529,India,Konnagar,214,Very Unhealthy,12,Good,2,Good,27,Good,214,L4,534.490182,24.53841568,L4
4530,Poland,Koronowo,42,Good,1,Good,42,Good,0,Good,22,L0,111.6801534,-0.282468779,L0
4531,Japan,Kosai,77,Moderate,2,Good,32,Good,6,Good,77,L1,206.9521153,6.209734867,L1
4532,China,Kouqian,137,Unhealthy for Sensitive Groups,4,Good,46,Good,9,Good,137,L2,352.5083159,9.792729458,L2
4533,Russian Federation,Krasnoyarsk 45,41,Good,1,Good,28,Good,0,Good,41,L0,98.71526199,-2.102175099,L0
4534,India,Krishnarajpet,67,Moderate,1,,13,Good,5,Good,67,L1,179.9245891,7.012749223,L1
4535,Germany,Krumbach,66,Moderate,1,Good,58,Moderate,0,Good,66,L1,163.6241246,-4.700324735,L1
4536,,Kuala Kedah,130,Unhealthy for Sensitive Groups,2,,24,Good,8,Good,130,L2,332.1668312,6.521190403,L2
4537,Malaysia,Kuala Lipis,70,Moderate,2,Good,10,Good,3,Good,70,L1,176.9664993,14.42796347,L1
4538,Germany,Kulmbach,54,Moderate,1,Good,49,Good,0,Good,54,L1,137.8113375,7.202752689,L1
4539,Sweden,Kungalv,41,Good,1,Good,41,Good,0,Good,11,L0,115.1624298,7.17149623,L0
4540,Russian Federation,Kurchaloy,58,Moderate,1,,,Good,2,Good,58,L1,139.5980628,-0.687133375,L1
4541,Estonia,Kuressaare,35,Good,1,Good,35,Good,0,Good,17,L0,111.9519507,12.64531027,L0
4542,India,Kushtagi,69,Moderate,1,Good,32,Good,2,Good,69,L1,159.2891393,10.68359047,L1
4543,Russian Federation,Kuvshinovo,31,Good,1,Good,31,Good,0,Good,10,L0,76.52332317,-0.417950114,L0
4544,China,Kuytun,84,Moderate,1,Good,20,Good,4,Good,84,L1,218.7021189,1.426183791,L1
4545,Myanmar,Kyaukse,66,Moderate,1,Good,6,Good,3,Good,66,L1,175.8431417,10.07328022,L1
4546,Spain,La Algaba,42,Good,1,,42,Good,0,Good,15,L0,108.9952428,12.78073689,L0
4547,Dominican Republic,La Mata,118,Unhealthy for Sensitive Groups,1,Good,31,Good,3,Good,118,L2,299.426093,-2.523430175,L2
4548,United States of America,La Palma,85,Moderate,3,Good,22,Good,19,Good,85,L1,221.6055009,2.381446151,L1
4549,United States of America,La Vista,42,Good,1,Good,39,Good,3,Good,42,L0,107.6893052,3.081066218,L0
4550,South Africa,Lady Frere,36,Good,1,Good,16,Good,1,Good,36,L0,108.9318126,-7.055470147,L0
4551,Finland,Lahti,34,Good,1,Good,34,Good,0,Good,4,L0,98.39349114,3.895225801,L0
4552,Germany,Laichingen,63,Moderate,1,Good,53,Moderate,0,Good,63,L1,171.2282435,9.72871757,L1
4553,Ethiopia,Lalibela,120,Unhealthy for Sensitive Groups,1,Good,26,Good,0,Good,120,L2,295.3384328,-3.393185081,L2
4554,India,Lalitpur,163,Unhealthy,3,Good,44,Good,5,Good,163,L3,411.7061158,8.035534825,L3
4555,Nigeria,Lalupon,84,Moderate,2,Good,45,Good,0,Good,84,L1,211.9953405,2.691146475,L1
4556,Dominican Republic,Las Matas De Farfan,100,Unhealthy for Sensitive Groups,1,Good,,Good,0,Good,100,L2,244.9439862,11.99972974,L2
4557,Mexico,Las Varas,95,Moderate,2,Good,22,Good,1,Good,95,L1,246.1016418,2.751040689,L1
4558,India,Latur,162,Unhealthy,2,Good,35,Good,3,Good,162,L3,404.6235424,13.19496544,L3
4559,United Kingdom of Great Britain and Northern Ireland,Leatherhead,33,Good,0,Good,33,Good,1,Good,28,L0,94.0540383,-0.987275354,L0
4560,Poland,Leczyca,42,Good,1,Good,42,Good,0,Good,37,L0,99.29808437,7.655879027,L0
4561,Italy,Leini,80,Moderate,1,,60,Moderate,0,Good,80,L1,222.1904061,5.059728092,L1
4562,United States of America,Lemon Grove,50,Good,1,Good,34,Good,6,Good,50,L0,121.0366734,3.108636667,L0
4563,United States of America,Lewisville,71,Moderate,2,Good,,Good,6,Good,71,L1,184.6930234,1.647357155,L1
4564,Philippines,Libog,61,Moderate,1,Good,,Good,1,Good,61,L1,165.4185931,5.415477107,L1
4565,Mexico,Linares,52,Moderate,1,Good,24,Good,0,Good,52,L1,129.2935957,1.597323688,L1
4566,China,Linjiang,78,Moderate,2,Good,49,Good,1,Good,78,L1,208.5246864,2.151168876,L1
4567,Democratic Republic of the Congo,Lisala,71,Moderate,2,Good,8,Good,0,Good,71,L1,170.208164,12.96361371,L1
4568,Bosnia and Herzegovina,Livno,96,Moderate,1,Good,41,Good,1003.063334,Good,96,L1,259.521177,6.537651137,L1
4569,Angola,Lobito,52,Moderate,1,Good,,Good,0,Good,52,L1,135.1414926,7.01819476,L1
4570,Russian Federation,Lobnya,32,Good,1,,32,Good,5,Good,29,L0,79.03588592,1.842007407,L0
4571,Germany,Lollar,56,Moderate,1,,50,Good,0,Good,56,L1,142.0081823,2.870108265,L1
4572,United States of America,Longview,46,Good,1,Good,37,Good,4,Good,46,L0,128.0891927,2.557116663,L0
4573,United Kingdom of Great Britain and Northern Ireland,Louth,45,Good,1,Good,36,Good,1,Good,45,L0,111.6554471,5.486194563,L0
4574,Germany,Lubbecke,43,Good,1,Good,43,Good,0,Good,36,L0,105.0064231,7.009017259,L0
4575,Malawi,Luchenza,62,Moderate,1,Good,21,Good,0,Good,62,L1,157.784634,3.648743148,L1
4576,Bosnia and Herzegovina,Lukavac,63,Moderate,1,Good,50,Good,0,Good,63,L1,150.7303789,-0.163224971,L1
4577,Albania,Lushnje,93,Moderate,1,Good,48,Good,0,Good,93,L1,255.7054391,7.602852285,L1
4578,Uganda,Luwero,102,Unhealthy for Sensitive Groups,2,Good,12,Good,1,Good,102,L2,254.3360541,5.767019341,L2
4579,Italy,Luzzi,49,Good,1,Good,49,Good,0,Good,43,L0,135.8161679,-3.404181894,L0
4580,China,Maanshan,183,Unhealthy,9,Good,,Good,42,Good,183,L3,464.5947008,7.52352625,L3
4581,Pakistan,Mach,124,Unhealthy for Sensitive Groups,1,Good,35,Good,1,Good,124,L2,305.1546595,5.289485877,L2
4582,India,Sarauli,170,Unhealthy,4,,168,Unhealthy,1,Good,170,L3,429.9404529,5.052631006,L3
4583,Philippines,Saug,31,Good,0,Good,15,Good,0,Good,31,L0,90.34002779,4.155310647,L0
4584,Russian Federation,Sayansk,34,Good,1,Good,34,Good,0,Good,24,L0,88.11738665,-0.078091544,L0
4585,Italy,Scalea,53,Moderate,1,Good,40,Good,2,Good,53,L1,149.4311295,4.465928862,L1
4586,Italy,Scorze,60,Moderate,2,,45,Good,4,Good,60,L1,165.2151539,3.70799236,L1
4587,United States of America,Scott Lake,158,Unhealthy,6,Good,7,Good,17,Good,158,L3,409.1891485,21.55960405,L3
4588,United States of America,Scottsdale,50,Good,1,Good,20,Good,15,Good,50,L0,125.4034323,8.551578289,L0
4589,Germany,Selm,36,Good,1,Good,33,Good,2,Good,36,L0,84.20157552,10.5364845,L0
4590,India,Seoni,173,Unhealthy,1,Good,36,Good,0,Good,173,L3,431.3641239,3.920238846,L3
4591,India,Serchhip,31,Good,1,Good,,Good,0,Good,13,L0,84.46240941,7.911804696,L0
4592,Russian Federation,Serpukhov,55,Moderate,1,Good,30,Good,2,Good,55,L1,147.9578671,4.258250388,L1
4593,Armenia,Sevan,32,Good,1,,32,Good,0,Good,23,L0,63.28428595,11.14795684,L0
4594,United States of America,Seven Hills,36,Good,2,,34,Good,5,Good,36,L0,94.91886798,5.237189674,L0
4595,Colombia,Sevilla,71,Moderate,2,Good,2,Good,5,Good,71,L1,184.0808923,-1.387446702,L1
4596,Bulgaria,Sevlievo,39,Good,1,Good,,Good,1003.063334,Good,32,L0,99.72455744,-6.193107626,L0
4597,India,Shamgarh,192,Unhealthy,1,Good,36,Good,0,Good,192,L3,497.9127384,12.1415556,L3
4598,China,Shaoyang,159,Unhealthy,4,Good,159,Unhealthy,4,Good,108,L2,406.7178007,11.59252237,L2
4599,Italy,Somma Vesuviana,62,Moderate,1,Good,48,Good,4,Good,62,L1,173.1019191,6.52128425,L1
4600,India,Sonegaon,168,Unhealthy,1,Good,,Good,0,Good,168,L3,422.8403948,11.24823921,L3
4601,China,Songjianghe,37,Good,2,,37,Good,0,Good,27,L0,106.8747749,-2.658674719,L0
4602,Iran (Islamic Republic of),Sonqor,70,Moderate,1,Good,54,Moderate,0,Good,70,L1,196.3506639,2.006993924,L1
4603,Russian Federation,Sortavala,50,Good,1,Good,30,Good,1003.063334,Good,50,L0,143.1169345,2.619650852,L0
4604,United States of America,South Elgin,51,Moderate,1,Good,32,Good,8,Good,51,L1,121.5785841,7.511376166,L1
4605,South Africa,Springbok,34,Good,0,Good,15,Good,1,Good,34,L0,87.46323922,-1.463201126,L0
4606,Italy,Squinzano,71,Moderate,1,Good,71,Moderate,1,Good,47,L0,179.0483529,-2.206868718,L0
4607,South Africa,Stellenbosch,181,Unhealthy,11,Good,12,Good,8,Good,181,L3,462.3925454,15.74825675,L3
4608,United Kingdom of Great Britain and Northern Ireland,Stockport,61,Moderate,1,Good,15,Good,11,Good,61,L1,164.3635356,9.547090381,L1
4609,United States of America,Stratford,87,Moderate,4,,5,Good,39,Good,87,L1,214.1110733,5.487339531,L1
4610,Bolivia (Plurinational State of),Sucre,14,Good,0,Good,,Good,0,Good,14,L0,40.67838514,-0.760087422,L0
4611,Germany,Suhl,70,Moderate,1,Good,38,Good,2,Good,70,L1,159.8007267,6.972490754,L1
4612,Germany,Sulingen,34,Good,0,Good,34,Good,1,Good,17,L0,104.4194501,-1.494727041,L0
4613,Costa Rica,San Diego,56,Moderate,2,Good,5,Good,11,Good,56,L1,139.8762576,-2.924742114,L1
4614,Dominican Republic,San Jose De Ocoa,76,Moderate,2,Good,6,Good,10,Good,76,L1,195.5586394,-2.308505869,L1
4615,Mexico,San Juan De La Vega,122,Unhealthy for Sensitive Groups,2,Good,5,Good,10,Good,122,L2,306.9035029,5.315963016,L2
4616,Guatemala,San Juan Sacatepequez,119,Unhealthy for Sensitive Groups,3,Good,3,Good,9,Good,119,L2,313.9602758,9.886642152,L2
4617,Guatemala,San Lucas Sacatepequez,122,Unhealthy for Sensitive Groups,3,Good,2,Good,10,Good,122,L2,281.6249356,6.388773781,L2
4618,Venezuela (Bolivarian Republic of),San Mateo,58,Moderate,1,Good,15,Good,7,Good,58,L1,149.8338966,5.952213519,L1
4619,Nicaragua,San Rafael Del Sur,60,Moderate,1,Good,19,Good,1,Good,60,L1,153.9418124,-4.26418763,L1
4620,Philippines,Sangali,104,Unhealthy for Sensitive Groups,0,Good,14,Good,0,Good,104,L2,260.4636361,-5.726517705,L2
4621,India,Sankrail,165,Unhealthy,4,Good,96,Moderate,5,Good,165,L3,434.7622655,20.46967958,L3
4622,Austria,Sankt Andra,80,Moderate,1,Good,32,Good,1,Good,80,L1,196.1267054,9.963921361,L1
4623,Brazil,Santa Cruz Do Sul,66,Moderate,2,Good,8,Good,5,Good,66,L1,177.7179618,9.444859459,L1
4624,Brazil,Santa Luzia,20,Good,0,Good,16,Good,0,Good,20,L0,58.56252789,-1.298623354,L0
4625,India,Sanwer,172,Unhealthy,1,Good,39,Good,0,Good,172,L3,447.6151925,2.609969046,L3
4626,Brazil,Sao Manuel,71,Moderate,2,Good,9,Good,3,Good,71,L1,175.8281092,5.591613414,L1
4627,India,Baidyabati,225,Very Unhealthy,10,,9,Good,23,Good,225,L4,560.170311,26.57173057,L4
4628,Slovakia,Balassagyarmat,62,Moderate,1,Good,59,Moderate,0,Good,62,L1,170.9606991,5.813913832,L1
4629,Republic of Moldova,Balti,56,Moderate,1,Good,53,Moderate,0,Good,56,L1,149.2532131,6.429569006,L1
4630,Thailand,Bang Pakong,113,Unhealthy for Sensitive Groups,3,Good,7,Good,9,Good,113,L2,272.0506265,6.561725324,L2
4631,Thailand,Bang Yai,164,Unhealthy,5,Good,4,Good,13,Good,164,L3,409.6069499,14.96332533,L3
4632,India,Banka,132,Unhealthy for Sensitive Groups,3,Good,45,Good,5,Good,132,L2,338.8638265,8.911613737,L2
4633,Pakistan,Bannu,176,Unhealthy,3,Good,114,Unhealthy for Sensitive Groups,1003.063334,Good,176,L3,453.3776422,7.620113664,L3
4634,India,Baramati,156,Unhealthy,2,Good,,Good,2,Good,156,L3,388.2076935,1.884579139,L3
4635,India,Barwala,166,Unhealthy,4,Good,126,Unhealthy for Sensitive Groups,5,Good,166,L3,390.8574401,8.632141289,L3
4636,India,Baswa,169,Unhealthy,3,Good,102,Unhealthy for Sensitive Groups,3,Good,169,L3,432.7322319,2.002336481,L3
4637,Brazil,Batatais,48,Good,1,Good,22,Good,1003.063334,Good,48,L0,112.7967931,3.59930497,L0
4638,Australia,Batemans Bay,29,Good,0,Good,29,Good,0,Good,19,L0,57.32661202,2.44455679,L0
4639,Cameroon,Batouri,49,Good,1,Good,,Good,0,Good,49,L0,99.17674075,-8.222591923,L0
4640,United States of America,Battle Creek,64,Moderate,1,Good,32,Good,1,Good,64,L1,173.1398086,2.648302304,L1
4641,Spain,Baza,36,Good,0,Good,,Good,0,Good,18,L0,96.2861745,-3.879401023,L0
4642,United States of America,Beaumont,68,Moderate,2,Good,34,Good,6,Good,68,L1,172.7434362,8.093196628,L1
4643,Indonesia,Bekasi,193,Unhealthy,9,Good,16,Good,29,Good,193,L3,501.3902436,21.38579872,L3
4644,Mauritius,Bel Air,60,Moderate,1,Good,27,Good,0,Good,60,L1,161.3732468,1.668300912,L1
4645,Brazil,Belem De Sao Francisco,20,Good,0,Good,20,Good,0,Good,14,L0,71.16300043,4.745110436,L0
4646,Turkey,Belen,39,Good,1,,39,Good,0,Good,27,L0,88.57264528,6.755334682,L0
4647,Switzerland,Bellinzona,87,Moderate,1,Good,41,Good,0,Good,87,L1,222.1544938,2.651420803,L1
4648,India,Berasia,164,Unhealthy,2,Good,57,Moderate,2,Good,164,L3,398.8328663,13.27143488,L3
4649,Albania,Berat,91,Moderate,1,Good,47,Good,0,Good,91,L1,230.2061767,0.174625315,L1
4650,Belgium,Beveren,47,Good,1,Good,38,Good,2,Good,47,L0,120.0138415,11.15682852,L0
4651,India,Bhavnagar,103,Unhealthy for Sensitive Groups,1,Good,27,Good,1,Good,103,L2,268.7661364,2.674002854,L2
4652,India,Bhikhi,162,Unhealthy,4,Good,42,Good,13,Good,162,L3,410.4556388,4.983368234,L3
4653,India,Bilgram,161,Unhealthy,3,Good,59,Moderate,1003.063334,Good,161,L3,413.7340714,5.642257621,L3
4654,India,Bindki,180,Unhealthy,4,Good,101,Unhealthy for Sensitive Groups,6,Good,180,L3,462.0344013,3.703053861,L3
4655,Germany,Bitterfeld,46,Good,1,Good,46,Good,0,Good,44,L0,141.5492868,7.722789337,L0
4656,United States of America,Bixby,60,Moderate,2,Good,33,Good,5,Good,60,L1,151.8470334,-2.41384489,L1
4657,United States of America,Blacksburg,43,Good,1,Good,43,Good,0,Good,18,L0,103.089773,10.74804277,L0
4658,Poland,Bochnia,70,Moderate,1,,46,Good,0,Good,70,L1,182.4608362,-0.879336009,L1
4659,Germany,Bockenem,44,Good,1,Good,44,Good,0,Good,37,L0,106.9771997,7.983266859,L0
4660,Poland,Bogatynia,55,Moderate,1,Good,,Good,0,Good,55,L1,157.3196077,3.921129305,L1
4661,Russian Federation,Bolshaya Glushitsa,44,Good,1,Good,44,Good,0,Good,12,L0,112.1678196,5.154076415,L0
4662,Russian Federation,Bolshoy Kamen,97,Moderate,2,Good,58,Moderate,2,Good,97,L1,241.8442363,2.649783144,L1
4663,Uganda,Bombo,127,Unhealthy for Sensitive Groups,3,,13,Good,1,Good,127,L2,317.7868428,9.164040002,L2
4664,United States of America,Bon Air,50,Good,1,Good,39,Good,2,Good,50,L0,137.1841742,4.474871443,L0
4665,France,Bondy,69,Moderate,1,Good,46,Good,1003.063334,Good,69,L1,175.9225302,-3.489555341,L1
4666,Ethiopia,Bonga,24,Good,1,Good,16,Good,0,Good,24,L0,58.5833318,-1.012500015,L0
4667,Russian Federation,Borovsk,38,Good,1,Good,38,Good,0,Good,18,L0,116.6535192,1.095439445,L0
4668,Turkey,Boyabat,43,Good,1,Good,43,Good,0,Good,28,L0,103.9383016,0.025017409,L0
4669,Uzbekistan,Boz,131,Unhealthy for Sensitive Groups,1,Good,31,Good,13,Good,131,L2,332.8556607,10.06405473,L2
4670,South Africa,Breyten,53,Moderate,1,Good,18,Good,5,Good,53,L1,144.0230615,3.835070919,L1
4671,Argentina,Buenos Aires,43,Good,1,Good,28,Good,0,Good,43,L0,96.1866489,-0.093356738,L0
4672,Australia,Burnie,26,Good,0,Good,26,Good,1,Good,12,L0,74.80260501,-0.45384912,L0
4673,Spain,Burriana,41,Good,1,,41,Good,0,Good,14,L0,96.94892325,1.277684582,L0
4674,Turkey,Bursa,54,Moderate,1,Good,43,Good,0,Good,54,L1,148.2278278,2.35975264,L1
4675,United Kingdom of Great Britain and Northern Ireland,Bury,40,Good,1,Good,35,Good,1,Good,40,L0,95.37348988,-1.576647024,L0
4676,Mexico,Caborca,85,Moderate,1,,24,Good,1,Good,85,L1,224.4276903,-0.269655553,L1
4677,Germany,Cadolzburg,64,Moderate,1,Good,52,Moderate,0,Good,64,L1,176.0583307,7.633034556,L1
4678,India,Calcutta,195,Unhealthy,8,Good,,Good,19,Good,195,L3,501.1143653,17.32671552,L3
4679,Italy,Calenzano,67,Moderate,1,Good,67,Moderate,0,Good,45,L0,175.0131665,3.038312267,L0
4680,Brazil,Camacari,22,Good,0,Good,22,Good,0,Good,18,L0,57.68699057,2.013114087,L0
4681,Australia,Canberra,24,Good,0,Good,24,Good,1,Good,11,L0,59.23580424,1.772196217,L0
4682,Brazil,Capinzal,25,Good,1,Good,11,Good,0,Good,25,L0,82.21034691,2.754344476,L0
4683,Brazil,Capivari,77,Moderate,1,Good,33,Good,1,Good,77,L1,190.5050478,6.385524194,L1
4684,Portugal,Carnaxide,41,Good,1,,41,Good,1,Good,20,L0,97.12933926,6.015799929,L0
4685,Venezuela (Bolivarian Republic of),Carrizal,59,Moderate,1,Good,34,Good,1,Good,59,L1,159.1536894,-4.058814866,L1
4686,France,Carvin,49,Good,1,Good,38,Good,1,Good,49,L0,119.538632,3.14218907,L0
4687,United States of America,Cary,55,Moderate,1,Good,30,Good,3,Good,55,L1,132.999365,-3.729096997,L1
4688,Spain,Castro Urdiales,41,Good,1,Good,,Good,0,Good,18,L0,93.06395738,6.977886017,L0
4689,Italy,Cercola,72,Moderate,1,Good,72,Moderate,1,Good,56,L1,180.1709016,7.638332784,L1
4690,Trinidad and Tobago,Chaguanas,59,Moderate,0,Good,25,Good,1003.063334,Good,59,L1,151.6728498,-1.053894488,L1
4691,Guatemala,Chajul,41,Good,1,Good,24,Good,0,Good,41,L0,109.9309173,3.216205223,L0
4692,India,Chakia,155,Unhealthy,4,Good,43,Good,7,Good,155,L3,402.0130624,-1.357201486,L3
4693,India,Champdani,220,Very Unhealthy,10,Good,9,Good,1003.063334,Good,220,L4,560.2689792,24.86394907,L4
4694,France,Champigny Sur Marne,71,Moderate,1,Good,45,Good,1,Good,71,L1,180.5912778,7.348368701,L1
4695,Mexico,Chetumal,57,Moderate,1,Good,27,Good,0,Good,57,L1,145.5180432,9.550426309,L1
4696,India,Chhata,177,Unhealthy,5,Good,41,Good,13,Good,177,L3,452.6015747,18.4327207,L3
4697,Chile,Chimbarongo,94,Moderate,4,,2,Good,4,Good,94,L1,252.7257016,3.079453535,L1
4698,Zambia,Chinsali,30,Good,0,Good,24,Good,0,Good,30,L0,81.26314199,6.440221008,L0
4699,Japan,Chofu,84,Moderate,2,Good,,Good,19,Good,84,L1,210.3086915,12.99652222,L1
